Particle size distribution of topmost horizons of soils
soil_id part_class_id fraction[-]
50	1	0.267681179907643
50	2	0.365383564225803
50	3	0.366935255866554
767	1	9.82177190390012E-2
767	2	0.184962019957164
767	3	0.716820261003835
772	1	0.22165589287402
772	2	0.351153504212201
772	3	0.427190602913779
832	1	0.207488704774394
832	2	0.325194373249091
832	3	0.467316921976515
846	1	9.50967200281367E-2
846	2	0.184625770072951
846	3	0.720277509898912
895	1	7.12563280458994E-2
895	2	0.120272865339183
895	3	0.808470806614917
900	1	0.233543540706743
900	2	0.362267046265818
900	3	0.404189413027439
1021	1	0.429443561951037
1021	2	0.368646047467763
1021	3	0.2019103905812
1069	1	0.380967258448632
1069	2	0.347631620020865
1069	3	0.271401121530503
1086	1	0.255766480798633
1086	2	0.347779701411997
1086	3	0.39645381778937
1099	1	0.43651044346369
1099	2	0.36487347478228
1099	3	0.19861608175403
1165	1	0.224041782035187
1165	2	0.407402359537035
1165	3	0.368555858427778
1203	1	0.442907956349555
1203	2	0.325036645406596
1203	3	0.23205539824385
1208	1	0.251540361555275
1208	2	0.324986368275599
1208	3	0.423473270169127
1270	1	9.23634160669702E-2
1270	2	7.42585181377588E-2
1270	3	0.833378065795271
1291	1	0.233184130501403
1291	2	0.380737167912119
1291	3	0.386078701586478
10772	1	0.221072194719472
10772	2	0.354180693069307
10772	3	0.424747112211221
10900	1	0.234936701229805
10900	2	0.367413965345
10900	3	0.397649333425196
11069	1	0.326733112588305
11069	2	0.353536035096791
11069	3	0.319730852314904
11099	1	0.44228938885381
11099	2	0.362443920109003
11099	3	0.195266691037187
11165	1	0.225825721220656
11165	2	0.419240703340683
11165	3	0.354933575438661
11203	1	0.468974123612204
11203	2	0.319520062942565
11203	3	0.211505813445231
11208	1	0.260321304992585
11208	2	0.361976272862086
11208	3	0.377702422145329
11291	1	0.204519480519481
11291	2	0.43148051948052
11291	3	0.364
